surface,router,name,proposedPermission,kind,procedure,authority,module,level,roles,branch,sensitivity,sensitivityWhy,flags,loc
"trpc","systemRouter","backupNow","admin.system.backup_now","mutation","adminProcedure","admin","","","admin","none","MEDIUM","كتابة","ADMIN_ONLY","server/routers/systemRouter.ts:100"
"trpc","systemRouter","deleteBackup","admin.system.delete","mutation","adminProcedure","admin","","","admin","none","HIGH","فعل حسّاس: delete","ADMIN_ONLY|SENSITIVE_ACTION","server/routers/systemRouter.ts:107"
"trpc","systemRouter","getOpeningMode","admin.system.view","query","protectedProcedure","none","","","","none","LOW","قراءة","READ_WITHOUT_MODULE_GATE","server/routers/systemRouter.ts:207"
"trpc","systemRouter","getOpeningProgress","admin.system.view","query","protectedProcedure","none","","","","none","LOW","قراءة","READ_WITHOUT_MODULE_GATE","server/routers/systemRouter.ts:210"
"trpc","systemRouter","getTaxSettings","admin.system.view","query","protectedProcedure","none","","","","none","LOW","قراءة","READ_WITHOUT_MODULE_GATE","server/routers/systemRouter.ts:182"
"trpc","systemRouter","health","admin.system.health","query","publicProcedure","none","","","","none","LOW","قراءة","READ_WITHOUT_MODULE_GATE|UNAUTHENTICATED","server/routers/systemRouter.ts:60"
"trpc","systemRouter","listBackups","admin.system.list","query","adminProcedure","admin","","","admin","none","LOW","قراءة","ADMIN_ONLY","server/routers/systemRouter.ts:94"
"trpc","systemRouter","resetSystem","admin.system.reset_system","mutation","adminProcedure","admin","","","admin","none","HIGH","فعل حسّاس: reset","ADMIN_ONLY|SENSITIVE_ACTION","server/routers/systemRouter.ts:164"
"trpc","systemRouter","restoreBackup","admin.system.restore_backup","mutation","adminProcedure","admin","","","admin","none","MEDIUM","كتابة","ADMIN_ONLY","server/routers/systemRouter.ts:115"
"trpc","systemRouter","restoreUpload","admin.system.restore_upload","mutation","adminProcedure","admin","","","admin","none","MEDIUM","كتابة","ADMIN_ONLY","server/routers/systemRouter.ts:138"
"trpc","systemRouter","systemInfo","admin.system.system_info","query","adminProcedure","admin","","","admin","none","LOW","قراءة","ADMIN_ONLY","server/routers/systemRouter.ts:63"
"trpc","systemRouter","updateOpeningMode","admin.system.update","mutation","adminProcedure","admin","","","admin","none","MEDIUM","كتابة","ADMIN_ONLY","server/routers/systemRouter.ts:213"
"trpc","systemRouter","updateTaxSettings","admin.system.update","mutation","adminProcedure","admin","","","admin","none","MEDIUM","كتابة","ADMIN_ONLY","server/routers/systemRouter.ts:185"
"trpc","tasksRouter","addComment","tasks.task.create","mutation","tasksWriteProcedure","module-gate","tasks","FULL","cashier|manager|sales_rep|print_operator","required","MEDIUM","كتابة","","server/routers/tasksRouter.ts:161"
"trpc","tasksRouter","assign","tasks.task.update","mutation","tasksManagerProcedure","module-gate","tasks","FULL","manager","required","MEDIUM","كتابة","","server/routers/tasksRouter.ts:170"
"trpc","tasksRouter","assignableStaff","tasks.task.update","query","tasksReadProcedure","module-map","tasks","READ","","scoped","LOW","قراءة","","server/routers/tasksRouter.ts:71"
"trpc","tasksRouter","cancel","tasks.task.void","mutation","tasksManagerProcedure","module-gate","tasks","FULL","manager","required","HIGH","فعل حسّاس: cancel","SENSITIVE_ACTION","server/routers/tasksRouter.ts:199"
"trpc","tasksRouter","claim","tasks.task.claim","mutation","tasksWriteProcedure","module-gate","tasks","FULL","cashier|manager|sales_rep|print_operator","required","MEDIUM","كتابة","","server/routers/tasksRouter.ts:129"
"trpc","tasksRouter","create","tasks.task.create","mutation","tasksWriteProcedure","module-gate","tasks","FULL","cashier|manager|sales_rep|print_operator","required","MEDIUM","كتابة","","server/routers/tasksRouter.ts:79"
"trpc","tasksRouter","get","tasks.task.view","query","tasksReadProcedure","module-map","tasks","READ","","scoped","LOW","قراءة","","server/routers/tasksRouter.ts:66"
"trpc","tasksRouter","list","tasks.task.list","query","tasksReadProcedure","module-map","tasks","READ","","scoped","LOW","قراءة","","server/routers/tasksRouter.ts:41"
"trpc","tasksRouter","reopen","tasks.task.reopen","mutation","tasksManagerProcedure","module-gate","tasks","FULL","manager","required","HIGH","فعل حسّاس: reopen","SENSITIVE_ACTION","server/routers/tasksRouter.ts:191"
"trpc","tasksRouter","resolve","tasks.task.resolve","mutation","tasksWriteProcedure","module-gate","tasks","FULL","cashier|manager|sales_rep|print_operator","required","MEDIUM","كتابة","","server/routers/tasksRouter.ts:149"
"trpc","tasksRouter","resume","tasks.task.resume","mutation","tasksWriteProcedure","module-gate","tasks","FULL","cashier|manager|sales_rep|print_operator","required","MEDIUM","كتابة","","server/routers/tasksRouter.ts:143"
"trpc","tasksRouter","serviceTypes.list","tasks.service_types.list","query","tasksReadProcedure","module-map","tasks","READ","","scoped","LOW","قراءة","","server/routers/tasksRouter.ts:210"
"trpc","tasksRouter","setWaiting","tasks.task.update","mutation","tasksWriteProcedure","module-gate","tasks","FULL","cashier|manager|sales_rep|print_operator","required","MEDIUM","كتابة","","server/routers/tasksRouter.ts:135"
"trpc","treasuryRouter","acceptHandoverReceipt","treasury.treasury.accept_handover_receipt","mutation","treasuryRead","module-map","treasury","READ","","scoped","MEDIUM","كتابة","LOCAL_GATE","server/routers/treasuryRouter.ts:69"
"trpc","treasuryRouter","fundTreasury","treasury.treasury.fund_treasury","mutation","managerBranchScopedProcedure","raw-role","treasury","FULL","manager","asserted","MEDIUM","كتابة","RAW_ROLE_GATE","server/routers/treasuryRouter.ts:211"
"trpc","treasuryRouter","getCashFlowSeries","treasury.treasury.view","query","treasuryRead","module-map","treasury","READ","","scoped","LOW","قراءة","LOCAL_GATE","server/routers/treasuryRouter.ts:130"
"trpc","treasuryRouter","getDashboard","treasury.treasury.view","query","treasuryRead","module-map","treasury","READ","","scoped","LOW","قراءة","LOCAL_GATE","server/routers/treasuryRouter.ts:84"
"trpc","treasuryRouter","getKpiTrends","treasury.treasury.view","query","treasuryRead","module-map","treasury","READ","","scoped","LOW","قراءة","LOCAL_GATE","server/routers/treasuryRouter.ts:164"
"trpc","treasuryRouter","getOpenShifts","treasury.treasury.view","query","treasuryRead","module-map","treasury","READ","","scoped","LOW","قراءة","LOCAL_GATE","server/routers/treasuryRouter.ts:181"
"trpc","treasuryRouter","getPaymentMethodBreakdown","treasury.treasury.view","query","treasuryRead","module-map","treasury","READ","","scoped","LOW","قراءة","LOCAL_GATE","server/routers/treasuryRouter.ts:147"
"trpc","treasuryRouter","getRecentMovements","treasury.treasury.view","query","treasuryRead","module-map","treasury","READ","","scoped","LOW","قراءة","LOCAL_GATE","server/routers/treasuryRouter.ts:104"
"trpc","treasuryRouter","pendingHandoverQueue","treasury.treasury.pending_handover_queue","query","treasuryManagerProcedure","module-gate","treasury","FULL","manager|accountant","required","LOW","قراءة","","server/routers/treasuryRouter.ts:44"
"trpc","treasuryRouter","pendingHandoverReceipts","treasury.treasury.pending_handover_receipts","query","treasuryRead","module-map","treasury","READ","","scoped","LOW","قراءة","LOCAL_GATE","server/routers/treasuryRouter.ts:32"
"trpc","treasuryRouter","reassignHandoverReceipt","treasury.treasury.reassign_handover_receipt","mutation","treasuryManagerProcedure","module-gate","treasury","FULL","manager|accountant","required","MEDIUM","كتابة","","server/routers/treasuryRouter.ts:53"
"trpc","userRouter","changePassword","iam.user.change_password","mutation","protectedProcedure","none","","","","none","MEDIUM","كتابة","WRITE_WITHOUT_MODULE_GATE","server/routers/userRouter.ts:301"
"trpc","userRouter","checkEmail","iam.user.check_email","query","adminProcedure","admin","","","admin","none","LOW","قراءة","ADMIN_ONLY","server/routers/userRouter.ts:75"
"trpc","userRouter","checkUsername","iam.user.check_username","query","adminProcedure","admin","","","admin","none","LOW","قراءة","ADMIN_ONLY","server/routers/userRouter.ts:80"
"trpc","userRouter","create","iam.user.create","mutation","adminProcedure","admin","","","admin","none","MEDIUM","كتابة","ADMIN_ONLY","server/routers/userRouter.ts:93"
"trpc","userRouter","delete","iam.user.delete","mutation","adminProcedure","admin","","","admin","none","HIGH","فعل حسّاس: delete","ADMIN_ONLY|SENSITIVE_ACTION","server/routers/userRouter.ts:184"
"trpc","userRouter","effectivePermissions","iam.user.effective_permissions","query","adminProcedure","admin","","","admin","none","LOW","قراءة","ADMIN_ONLY","server/routers/userRouter.ts:70"
"trpc","userRouter","generatePassword","iam.user.generate_password","query","adminProcedure","admin","","","admin","none","LOW","قراءة","ADMIN_ONLY","server/routers/userRouter.ts:90"
"trpc","userRouter","get","iam.user.view","query","adminProcedure","admin","","","admin","none","LOW","قراءة","ADMIN_ONLY","server/routers/userRouter.ts:64"
"trpc","userRouter","issuePasswordResetToken","iam.user.create","mutation","usersAdminProcedure","module-gate","users","FULL","admin","none","HIGH","فعل حسّاس: reset","SENSITIVE_ACTION","server/routers/userRouter.ts:208"
"trpc","userRouter","list","iam.user.list","query","adminProcedure","admin","","","admin","none","LOW","قراءة","ADMIN_ONLY","server/routers/userRouter.ts:42"
"trpc","userRouter","resetPassword","iam.user.reset_password","mutation","adminProcedure","admin","","","admin","none","HIGH","فعل حسّاس: reset","ADMIN_ONLY|SENSITIVE_ACTION","server/routers/userRouter.ts:226"
"trpc","userRouter","resetTwoFactor","iam.user.reset_two_factor","mutation","adminProcedure","admin","","","admin","none","HIGH","فعل حسّاس: reset","ADMIN_ONLY|SENSITIVE_ACTION","server/routers/userRouter.ts:256"
"trpc","userRouter","revokeSession","iam.user.revoke","mutation","adminProcedure","admin","","","admin","none","HIGH","فعل حسّاس: revoke","ADMIN_ONLY|SENSITIVE_ACTION","server/routers/userRouter.ts:287"
"trpc","userRouter","revokeSessions","iam.user.revoke","mutation","adminProcedure","admin","","","admin","none","HIGH","فعل حسّاس: revoke","ADMIN_ONLY|SENSITIVE_ACTION","server/routers/userRouter.ts:267"
"trpc","userRouter","sessions","iam.user.sessions","query","adminProcedure","admin","","","admin","none","LOW","قراءة","ADMIN_ONLY","server/routers/userRouter.ts:282"
"trpc","userRouter","setActive","iam.user.update","mutation","adminProcedure","admin","","","admin","none","MEDIUM","كتابة","ADMIN_ONLY","server/routers/userRouter.ts:192"
"trpc","userRouter","suggestUsername","iam.user.suggest_username","query","adminProcedure","admin","","","admin","none","LOW","قراءة","ADMIN_ONLY","server/routers/userRouter.ts:85"
"trpc","userRouter","update","iam.user.update","mutation","adminProcedure","admin","","","admin","none","MEDIUM","كتابة","ADMIN_ONLY","server/routers/userRouter.ts:125"
"trpc","userRouter","usage","iam.user.usage","query","adminProcedure","admin","","","admin","none","LOW","قراءة","ADMIN_ONLY","server/routers/userRouter.ts:179"
"trpc","voucherRouter","aggregate","treasury.voucher.aggregate","query","treasuryManagerReadProcedure","module-gate","treasury","READ","manager|accountant","required","LOW","قراءة","","server/routers/voucherRouter.ts:276"
"trpc","voucherRouter","approve","treasury.voucher.approve","mutation","treasuryManagerProcedure","module-gate","treasury","FULL","manager|accountant","required","HIGH","فعل حسّاس: approve","SENSITIVE_ACTION","server/routers/voucherRouter.ts:146"
"trpc","voucherRouter","assignHistoricalCategory","treasury.voucher.update","mutation","treasuryManagerProcedure","module-gate","treasury","FULL","manager|accountant","required","MEDIUM","كتابة","","server/routers/voucherRouter.ts:732"
"trpc","voucherRouter","cancel","treasury.voucher.void","mutation","treasuryManagerProcedure","module-gate","treasury","FULL","manager|accountant","required","HIGH","فعل حسّاس: cancel","SENSITIVE_ACTION","server/routers/voucherRouter.ts:232"
"trpc","voucherRouter","create","treasury.voucher.create","mutation","treasuryManagerProcedure","module-gate","treasury","FULL","manager|accountant","required","MEDIUM","كتابة","","server/routers/voucherRouter.ts:79"
"trpc","voucherRouter","create","treasury.voucher.create","mutation","treasuryGlobalProcedure","module-gate","treasury","FULL","manager|accountant","none","MEDIUM","كتابة","","server/routers/voucherRouter.ts:415"
"trpc","voucherRouter","get","treasury.voucher.view","query","treasuryManagerReadProcedure","module-gate","treasury","READ","manager|accountant","required","LOW","قراءة","","server/routers/voucherRouter.ts:284"
"trpc","voucherRouter","list","treasury.voucher.list","query","treasuryManagerReadProcedure","module-gate","treasury","READ","manager|accountant","required","LOW","قراءة","","server/routers/voucherRouter.ts:256"
"trpc","voucherRouter","list","treasury.voucher.list","query","treasuryGlobalReadProcedure","module-gate","treasury","READ","manager|accountant","none","LOW","قراءة","","server/routers/voucherRouter.ts:386"
"trpc","voucherRouter","merge","treasury.voucher.merge","mutation","treasuryManagerProcedure","module-gate","treasury","FULL","manager|accountant","required","MEDIUM","كتابة","","server/routers/voucherRouter.ts:609"
"trpc","voucherRouter","recentForParty","treasury.voucher.recent_for_party","query","treasuryManagerReadProcedure","module-gate","treasury","READ","manager|accountant","required","LOW","قراءة","","server/routers/voucherRouter.ts:295"
"trpc","voucherRouter","reject","treasury.voucher.reject","mutation","treasuryManagerProcedure","module-gate","treasury","FULL","manager|accountant","required","HIGH","فعل حسّاس: reject","SENSITIVE_ACTION","server/routers/voucherRouter.ts:169"
